TraesCS1A02G000100.1	1308
TraesCS1A02G000200.1	1416
TraesCS1A02G000300.1	795
TraesCS1A02G000400.1	3055
TraesCS1A02G000500.1	408
TraesCS1A02G000600.1	297
TraesCS1A02G000700.1	270
TraesCS1A02G000800.1	378
TraesCS1A02G000900.1	2987
TraesCS1A02G001100.1	3718
TraesCS1A02G001000.1	2332
TraesCS1A02G001200.1	261
TraesCS1A02G001400.1	2531
TraesCS1A02G001300.1	279
TraesCS1A02G001500.1	420
TraesCS1A02G001600.1	297
TraesCS1A02G001700.1	297
TraesCS1A02G001800.1	892
TraesCS1A02G001900.6	1944
TraesCS1A02G001900.5	1763
TraesCS1A02G001900.10	2043
TraesCS1A02G001900.3	2037
TraesCS1A02G001900.7	1944
TraesCS1A02G001900.8	1987
TraesCS1A02G001900.9	2000
TraesCS1A02G001900.2	1872
TraesCS1A02G001900.1	1878
TraesCS1A02G001900.4	1874
TraesCS1A02G002000.1	1757
TraesCS1A02G002100.1	2746
TraesCS1A02G002200.1	983
TraesCS1A02G002300.1	1974
TraesCS1A02G002400.1	426
TraesCS1A02G002500.1	4668
TraesCS1A02G002700.1	4846
TraesCS1A02G002800.1	792
TraesCS1A02G002900.1	798
TraesCS1A02G002900.2	783
TraesCS1A02G003000.1	1299
TraesCS1A02G003100.1	3388
TraesCS1A02G003200.1	2250
TraesCS1A02G003300.1	2874
TraesCS1A02G003400.1	1626
TraesCS1A02G003500.1	441
TraesCS1A02G003546.1	1907
TraesCS1A02G003600.1	2802
TraesCS1A02G003700.1	691
TraesCS1A02G003800.1	1431
TraesCS1A02G003900.1	1026
TraesCS1A02G004000.1	3302
TraesCS1A02G004100.1	3314
TraesCS1A02G004126.1	28918
TraesCS1A02G004200.1	375
TraesCS1A02G004300.1	738
TraesCS1A02G004400.1	1214
TraesCS1A02G004500.1	1268
TraesCS1A02G004600.1	933
TraesCS1A02G004700.1	942
TraesCS1A02G004800.1	1923
TraesCS1A02G004900.1	1440
TraesCS1A02G005000.1	1581
TraesCS1A02G005100.1	501
TraesCS1A02G005200.1	3555
TraesCS1A02G005300.1	1624
TraesCS1A02G005315.1	1147
TraesCS1A02G005368.1	1166
TraesCS1A02G005387.1	1202
TraesCS1A02G005400.1	1309
TraesCS1A02G005500.1	1520
TraesCS1A02G005600.2	2267
TraesCS1A02G005600.6	2270
TraesCS1A02G005600.1	2178
TraesCS1A02G005600.3	2238
TraesCS1A02G005600.4	2217
TraesCS1A02G005600.5	2226
TraesCS1A02G005700.1	2811
TraesCS1A02G005800.1	2775
TraesCS1A02G005800.2	2910
TraesCS1A02G005900.1	1331
TraesCS1A02G006000.1	2847
TraesCS1A02G006100.1	771
TraesCS1A02G006200.1	3378
TraesCS1A02G006300.1	3704
TraesCS1A02G006400.1	1458
TraesCS1A02G006500.1	3195
TraesCS1A02G006700.1	3166
TraesCS1A02G006800.1	3791
TraesCS1A02G006900.1	1866
TraesCS1A02G007000.1	1557
TraesCS1A02G007100.1	2348
TraesCS1A02G007200.1	900
TraesCS1A02G007236.1	893
TraesCS1A02G007300.1	1368
TraesCS1A02G007344.1	873
TraesCS1A02G007400.1	858
TraesCS1A02G007405.1	858
TraesCS1A02G007500.1	1146
TraesCS1A02G007600.1	234
TraesCS1A02G007700.1	603
TraesCS1A02G007800.1	219
TraesCS1A02G007900.1	210
TraesCS1A02G007934.1	1102
TraesCS1A02G008000.1	1377
TraesCS1A02G008100.1	5915
TraesCS1A02G008200.1	868
TraesCS1A02G008300.1	5110
TraesCS1A02G008353.1	2304
TraesCS1A02G008400.1	1468
TraesCS1A02G008500.1	1865
TraesCS1A02G008600.1	1853
TraesCS1A02G008700.1	258
TraesCS1A02G008800.1	700
TraesCS1A02G008900.1	282
TraesCS1A02G009000.1	1178
TraesCS1A02G009000.2	1702
TraesCS1A02G009000.3	1800
TraesCS1A02G009100.1	866
TraesCS1A02G009200.1	549
